dataset,fold,method,accuracy,f1,roc_auc,train_time
eeg-eye-state,4,XGB_default,0.9385847797062751,0.9306706857573473,0.9830522900393814,0.06858658790588379
eeg-eye-state,4,XGB_tuned,0.8931909212283045,0.8788796366389099,0.9618885929221672,0.0634913444519043
eeg-eye-state,4,LGBM_default,0.9042056074766355,0.8921458098459226,0.9712779682922821,0.06442141532897949
eeg-eye-state,4,AdaPrune_gap,0.8778371161548731,0.8596625766871165,0.9583237825898014,7.729699611663818
eeg-eye-state,4,AdaPrune_trend,0.8778371161548731,0.8596625766871165,0.9583237825898014,7.5855653285980225
eeg-eye-state,4,AdaPrune_data,0.8778371161548731,0.8596625766871165,0.9583237825898014,7.600154161453247
eeg-eye-state,4,AdaPrune_hybrid,0.8778371161548731,0.8596625766871165,0.9583237825898014,7.52912163734436
electricity,0,RF_default,0.9129427341939755,0.895703899537343,0.9715391741398454,0.28940892219543457
electricity,0,XGB_default,0.9099635882158226,0.8938053097345132,0.9708592378055465,0.08141255378723145
electricity,0,XGB_tuned,0.8742138364779874,0.8494055482166446,0.9503756106944026,0.07909417152404785
electricity,0,LGBM_default,0.8843650005516936,0.8627194131516898,0.9558973993537752,0.10323381423950195
electricity,0,AdaPrune_gap,0.8892199051086837,0.8679642293529721,0.9578971432159352,17.442811727523804
electricity,0,AdaPrune_trend,0.8892199051086837,0.8679642293529721,0.9578971432159352,17.045422077178955
electricity,0,AdaPrune_data,0.8892199051086837,0.8679642293529721,0.9578971432159352,17.42784833908081
electricity,0,AdaPrune_hybrid,0.8892199051086837,0.8679642293529721,0.9578971432159352,17.604583978652954
electricity,1,RF_default,0.908529184596712,0.8908779781492695,0.9709717341428752,0.26750946044921875
electricity,1,XGB_default,0.9153701864724705,0.9000911814510877,0.9715055622773745,0.0760190486907959
electricity,1,XGB_tuned,0.8733311265585347,0.8479470198675497,0.9495163778720825,0.06794595718383789
electricity,1,LGBM_default,0.884033984331899,0.8621639344262295,0.9559652958142892,0.09597182273864746
electricity,1,AdaPrune_gap,0.8936334547059472,0.8731912654564589,0.9570596372609796,17.541900873184204
electricity,1,AdaPrune_trend,0.8936334547059472,0.8731912654564589,0.9570596372609796,17.463136196136475
electricity,1,AdaPrune_data,0.8936334547059472,0.8731912654564589,0.9570596372609796,17.415528297424316
electricity,1,AdaPrune_hybrid,0.8936334547059472,0.8731912654564589,0.9570596372609796,17.437894344329834
electricity,2,RF_default,0.9057603178106378,0.887335092348285,0.9679675687072717,0.27632808685302734
electricity,2,XGB_default,0.9042154049878613,0.8870380010411244,0.9673911336821336,0.0738060474395752
electricity,2,XGB_tuned,0.8669167954094019,0.8424353279331068,0.9458546847402104,0.07001781463623047
electricity,2,LGBM_default,0.879938203487089,0.85837021608956,0.9507597781987482,0.09897279739379883
electricity,2,AdaPrune_gap,0.882696976384904,0.8606997772244791,0.9515739998370061,17.40894341468811
electricity,2,AdaPrune_trend,0.882696976384904,0.8606997772244791,0.9515739998370061,17.345289945602417
electricity,2,AdaPrune_data,0.882696976384904,0.8606997772244791,0.9515739998370061,17.417446613311768
electricity,2,AdaPrune_hybrid,0.882696976384904,0.8606997772244791,0.9515739998370061,17.326330184936523
electricity,3,RF_default,0.9074155815493269,0.8887710460029166,0.9702664550903308,0.2760002613067627
electricity,3,XGB_default,0.904877510483337,0.8872613131048914,0.9687308485325941,0.0730443000793457
electricity,3,XGB_tuned,0.8717722357095564,0.8459703075291622,0.9487325980997506,0.06624650955200195
electricity,3,LGBM_default,0.8821452218053409,0.8602460088981941,0.9540525782314468,0.08073925971984863
