dataset,fold,method,accuracy,train_accuracy,gap,f1,roc_auc,train_time
diabetes,1,XGB_tuned,0.7597402597402597,0.9674267100977199,0.20768645035746014,0.7554767899150163,0.8487037037037037,0.02652454376220703
diabetes,1,LGBM_default,0.7727272727272727,1.0,0.2272727272727273,0.7672901261418008,0.8351851851851851,0.03264760971069336
diabetes,1,AdaPrune_gap,0.7857142857142857,0.9022801302931596,0.11656584457887387,0.7791497113820854,0.8646296296296296,0.36585497856140137
diabetes,1,AdaPrune_trend,0.7857142857142857,0.9022801302931596,0.11656584457887387,0.7791497113820854,0.8646296296296296,0.4032430648803711
diabetes,1,AdaPrune_data,0.7792207792207793,0.8876221498371335,0.10840137061635424,0.7700015236304757,0.8707407407407407,0.3019750118255615
diabetes,1,AdaPrune_hybrid,0.7597402597402597,0.8957654723127035,0.13602521257244382,0.7487456279654329,0.8601851851851852,0.29100799560546875
diabetes,2,RF_default,0.7662337662337663,1.0,0.23376623376623373,0.7613786213786214,0.8239814814814815,0.11198544502258301
diabetes,2,XGB_default,0.7597402597402597,1.0,0.24025974025974028,0.7539924190641895,0.7868518518518519,0.03994488716125488
diabetes,2,XGB_tuned,0.7272727272727273,0.9690553745928339,0.24178264732010657,0.7260499634869146,0.7881481481481482,0.028892040252685547
diabetes,2,LGBM_default,0.7337662337662337,1.0,0.26623376623376627,0.7331844237967826,0.788888888888889,0.032492637634277344
diabetes,2,AdaPrune_gap,0.7662337662337663,0.8469055374592834,0.08067177122551716,0.7613786213786214,0.7998148148148148,0.33924007415771484
diabetes,2,AdaPrune_trend,0.7662337662337663,0.8664495114006515,0.10021574516688525,0.7613786213786214,0.7999999999999999,0.27212023735046387
diabetes,2,AdaPrune_data,0.7597402597402597,0.8355048859934854,0.07576462625322566,0.7539924190641895,0.7975925925925926,0.2710151672363281
diabetes,2,AdaPrune_hybrid,0.7532467532467533,0.8485342019543974,0.09528744870764416,0.7495827986975903,0.8007407407407409,0.28583288192749023
